stop,route,location,lat,lng
MURFREESBORO PIKE & FRANKLIN LIMEST,MURFREESBORO PIKE,"(36.094514, -86.653638)",36.094514,-86.653638
WHITE BRIDGE PIKE & VINE RIDGE DR S,WEST END - WHITE BRIDGE,"(36.133702, -86.858212)",36.133702,-86.858212
LISCHEY AVE & RICHARDSON AVE SB,MERIDIAN,"(36.192607, -86.763547)",36.192607,-86.763547
MAPLEWOOD HIGH SCHOOL,HICKORY HILLS,"(36.23207, -86.750906)",36.23207,-86.750906
5TH AVE N & HARRISON ST NB,MUSIC CITY BLUE CIRCUIT,"(36.170072, -86.784566)",36.170072,-86.784566
SHELBY AVE & S 6TH ST EB,SHELBY,"(36.168406, -86.75982)",36.168406,-86.75982
LEALAND LN & CLIFTON LN SB,12TH AVENUE SOUTH,"(36.113693, -86.786795)",36.113693,-86.786795
APACHE TRL & CIMARRON WAY NB,TUSCULUM - McMURRAY EXPRESS,"(36.062993, -86.683552)",36.062993,-86.683552
NEELY'S BEND RD & NEELY'S CHASE DR EB,MADISON CONNECTOR,"(36.254815, -86.702031)",36.254815,-86.702031
MCFERRIN AVE & MANSFIELD ST SB,McFERRIN,"(36.182444, -86.754821)",36.182444,-86.754821
THOMPSON PL & GOODBAR DR EB,THOMPSON CONNECTOR,"(36.12719, -86.700762)",36.12719,-86.700762
WOODLAND ST & S 9TH ST EB,SCOTT,"(36.174837, -86.756737)",36.174837,-86.756737
CLIFTON AVE & 33RD AVE N EB,HERMAN,"(36.159029, -86.82509)",36.159029,-86.82509
DEMONBREUN ST & 2ND AVE EB,MUSIC CITY STAR WEST END SHUTTLE,"(36.159875, -86.77392)",36.159875,-86.77392
HIGHLAND VIEW DR & MCKENDEE CIR WB,OLD HICKORY,"(36.207519, -86.610238)",36.207519,-86.610238
OAK ST & 6TH AVE  EB,100 OAKS,"(36.147963, -86.772183)",36.147963,-86.772183
DICKERSON PIKE & NESBITT DR NB,HICKORY HILLS,"(36.276458, -86.751752)",36.276458,-86.751752
HAYNES PARK DR & DYER CT NB,BORDEAUX,"(36.215769, -86.833977)",36.215769,-86.833977
OLD HICKORY BLVD & SUMMIT OAKS DR SB,BELLEVUE EXPRESS,"(36.079925, -86.918988)",36.079925,-86.918988
N 1ST ST & OLDHAM ST NB,WHITES CREEK,"(36.175608, -86.774322)",36.175608,-86.774322
BUCHANAN ST & 23RD AVE N WB,BORDEAUX,"(36.180247, -86.814398)",36.180247,-86.814398
CHARLOTTE AVE & 51ST AVE N WB,CHARLOTTE,"(36.152036, -86.848336)",36.152036,-86.848336
EDMONDSON PK & BRENTWOOD PL NB,TUSCULUM - McMURRAY EXPRESS,"(36.048635, -86.743546)",36.048635,-86.743546
BAPTIST WORLD CENTER DR & GOOCH ST SB,WHITES CREEK,"(36.206038, -86.790873)",36.206038,-86.790873
LEBANON PIKE & ANDREW JACKSON PKWY,LEBANON PIKE,"(36.215305, -86.602305)",36.215305,-86.602305
BRANSFORD AVE & WEST IRIS DR SB,100 OAKS,"(36.116201, -86.766448)",36.116201,-86.766448
MURFREESBORO PIKE & BOWWOOD CT EB,MURFREESBORO PIKE,"(36.125083, -86.709242)",36.125083,-86.709242
11TH AVE & PORTER ST NB,12TH AVENUE SOUTH,"(36.157887, -86.786591)",36.157887,-86.786591
GREENFIELD AVE & KATHERINE ST EB,SHELBY,"(36.210249, -86.728557)",36.210249,-86.728557
23RD AVE & CHARLOTTE PK NB,MIDTOWN,"(36.155301, -86.809337)",36.155301,-86.809337
OLD HICKORY BLVD & OAKES DR EB,TUSCULUM - McMURRAY EXPRESS,"(36.040755, -86.773622)",36.040755,-86.773622
BELL RD & ARBOR COMMON EB,HICKORY HOLLOW-LENOX EXPRESS,"(36.044745, -86.668815)",36.044745,-86.668815
CHESTNUT ST & 4TH AVE  S EB,MIDTOWN,"(36.144846, -86.766756)",36.144846,-86.766756
EDGEHILL AVE & HILLSIDE AVE EB,MIDTOWN,"(36.14194, -86.781058)",36.14194,-86.781058
NEIL AVE & MAIN ST SB,McFERRIN,"(36.175972, -86.757751)",36.175972,-86.757751
METRO BORDEAUX HOSPITAL,BORDEAUX,"(36.17836, -86.845441)",36.17836,-86.845441
EDGEHILL AVE & 17TH AVE S WB,MIDTOWN,"(36.143534, -86.79422)",36.143534,-86.79422
W HAMILTON RD & TUCKER RD WB,BORDEAUX,"(36.212173, -86.827959)",36.212173,-86.827959
PORTER RD & ROSEBANK AVE EB,SHELBY,"(36.195425, -86.708783)",36.195425,-86.708783
HARBOUR TOWN CONDOS,ANTIOCH EXPRESS,"(36.106107, -86.601537)",36.106107,-86.601537
N GALLATIN PIKE & MONTICELLO AVE SB,GALLATIN PIKE,"(36.286861, -86.705479)",36.286861,-86.705479
DICKERSON PIKE & QUEEN AVE NB,DICKERSON ROAD,"(36.208287, -86.767303)",36.208287,-86.767303
EASTLAND AVE & SETLIFF PL WB,SHELBY,"(36.18285, -86.737687)",36.18285,-86.737687
MURFREESBORO PIKE & CITY HALL EB,SMYRNA - LA VERGNE EXPRESS,"(36.021879, -86.582799)",36.021879,-86.582799
MCKINNEY ST & 18TH AVE N EB,ST. CECILIA - CUMBERLAND,"(36.18754, -86.81234)",36.18754,-86.81234
HILLSBORO PIKE & CRESTMOOR RD SB,HILLSBORO,"(36.109411, -86.811917)",36.109411,-86.811917
HINKLE DR & LAGRANGE DR WB,BORDEAUX,"(36.183658, -86.840408)",36.183658,-86.840408
THOMPSON LN & SELENA DR WB,THOMPSON CONNECTOR,"(36.109838, -86.731716)",36.109838,-86.731716
GRASSMERE PARK III EB,GRASSMERE-EDMONDSON CONNECTOR,"(36.086614, -86.750599)",36.086614,-86.750599
UNA ANTIOCH PK & MURFREESBORO PK,ANTIOCH EXPRESS,"(36.085986, -86.64906)",36.085986,-86.64906
BRICK CHURCH PIKE & MASONWOOD DR SB,DICKERSON ROAD,"(36.242816, -86.780512)",36.242816,-86.780512
GALLATIN RD KMART,OPRY MILLS,"(36.237828, -86.724696)",36.237828,-86.724696
LEBANON PIKE & MUNN RD SB,LEBANON PIKE,"(36.168906, -86.656096)",36.168906,-86.656096
METRO NORTHEAST - MTA,OLD HICKORY,"(36.275012, -86.690562)",36.275012,-86.690562
PICCADILLY ROW & BISHOPGATE RD EB,ANTIOCH EXPRESS,"(36.078506, -86.660368)",36.078506,-86.660368
MARTIN ST & MOORE AVE NB,100 OAKS,"(36.137435, -86.769864)",36.137435,-86.769864
CHICKAWSAW AVE & MONTGOMERY AVE EB,McFERRIN,"(36.200284, -86.75441)",36.200284,-86.75441
DICKERSON PIKE & DOVERSIDE DR SB,DICKERSON ROAD,"(36.244081, -86.756582)",36.244081,-86.756582
SCOTT AVE & CHESTER AVE NB,SCOTT,"(36.194491, -86.732765)",36.194491,-86.732765
GALLATIN PIKE & NESBITT LN NB,GALLATIN PIKE,"(36.272409, -86.710145)",36.272409,-86.710145
M.T.S.U. CAMPUS PARKING LOT,MURFREESBORO EXPRESS,"(35.848666, -86.370852)",35.848666,-86.370852
HARDING PL & WAUFORD DR EB,GRASSMERE-EDMONDSON CONNECTOR,"(36.080914, -86.751777)",36.080914,-86.751777
N 14TH ST & CALVIN AVE SB,SCOTT,"(36.181379, -86.745228)",36.181379,-86.745228
JO JOHNSTON AVE & 14TH AVE N EB,MIDTOWN,"(36.162921, -86.796178)",36.162921,-86.796178
DICKERSON PIKE & SUNSET CR NB,DICKERSON ROAD,"(36.223608, -86.760968)",36.223608,-86.760968
POWELL AVE & BRANSFORD AVE SB,100 OAKS,"(36.109932, -86.766778)",36.109932,-86.766778
14TH ST N & EASTLAND AVE NB,SCOTT,"(36.183388, -86.744857)",36.183388,-86.744857
JONES AVE & CHEROKEE AVE NB,McFERRIN,"(36.202426, -86.758055)",36.202426,-86.758055
3RD AVE & STOCKYARD BLVD NB,METROCENTER,"(36.172135, -86.782837)",36.172135,-86.782837
PORTER RD & GREENWOOD AVE NB,SHELBY,"(36.18823, -86.729414)",36.18823,-86.729414
HWY 70 S & HICKS LN EB,WEST END - BELLEVUE,"(36.073848, -86.92648)",36.073848,-86.92648
JO JOHNSTON AVE  & 17TH AVE WB,MIDTOWN,"(36.161455, -86.799819)",36.161455,-86.799819
CHARLOTTE AVE & 6TH AVE EB,100 OAKS,"(36.165233, -86.783252)",36.165233,-86.783252
MASSMAN DR & MAPLE LEAF DR EB,AIRPORT - DOWNTOWN HOTELS,"(36.15053, -86.709321)",36.15053,-86.709321
CLARKSVILLE PIKE & 26TH AVE SB,BORDEAUX,"(36.186309, -86.818911)",36.186309,-86.818911
PREMIER DR & WILCLAY DR SB,CHARLOTTE,"(36.144567, -86.879954)",36.144567,-86.879954
DR DB TODD BLVD & UNDERWOOD ST SB,UNIVERSITY CONNECTOR,"(36.173382, -86.808281)",36.173382,-86.808281
FORT NEGLEY BLVD & CHESTNUT ST SB,100 OAKS,"(36.14215, -86.775795)",36.14215,-86.775795
N GALLATIN PIKE & ALTA LOMA RD NB,GALLATIN PIKE,"(36.293378, -86.702109)",36.293378,-86.702109
MCNALLY STATION INBOUND,NOLENSVILLE PK BRT LITE,"(36.093831, -86.736328)",36.093831,-86.736328
HILLSBORO PIKE & GRAYBAR LN NB,HILLSBORO,"(36.111099, -86.811197)",36.111099,-86.811197
OLD HICKORY BLVD & 24 ST NB,OLD HICKORY,"(36.247481, -86.641208)",36.247481,-86.641208
8TH AVE N & 9TH AVE N NB,BORDEAUX,"(36.169933, -86.789091)",36.169933,-86.789091
RIVERGATE DR & CONFERENCE DR EB,RIVERGATE EXPRESS,"(36.305541, -86.694401)",36.305541,-86.694401
COLEMONT DR & COLERIDGE DR NB,TUSCULUM - McMURRAY EXPRESS,"(36.059183, -86.698399)",36.059183,-86.698399
WHITE BRIDGE PIKE & VINE RIDGE DR S,WEST END - WHITE BRIDGE,"(36.135296, -86.858391)",36.135296,-86.858391
GALLATIN PIKE & FAIRWIN AVE SB,GALLATIN PIKE,"(36.197807, -86.741707)",36.197807,-86.741707
HERMITAGE AVE & ACADEMY PL WB,MIDTOWN,"(36.155507, -86.765733)",36.155507,-86.765733
33RD AVE N & JOHN A MERRITT BLVD SB,UNIVERSITY CONNECTOR,"(36.166859, -86.826911)",36.166859,-86.826911
CHARLOTTE PIKE & WESTBORO DR WB,CHARLOTTE,"(36.146209, -86.870704)",36.146209,-86.870704
CHESTNUT STATION INBOUND,NOLENSVILLE PK BRT LITE,"(36.145542, -86.764524)",36.145542,-86.764524
N DICKERSON PIKE & HANCOCK ST NB,WHITES CREEK,"(36.184233, -86.773692)",36.184233,-86.773692
NASHVILLE ZOO STATION OUTBOUND,NOLENSVILLE PK BRT LITE,"(36.089633, -86.733396)",36.089633,-86.733396
TODD PREIS DR & SAWYER BROWN RD WB,WEST END - BELLEVUE,"(36.071116, -86.946832)",36.071116,-86.946832
LEBANON PIKE & CLOVERNOOK DR EB,LEBANON PIKE,"(36.154874, -86.711963)",36.154874,-86.711963
MARINA ST & MCFERRIN AVE EB,McFERRIN,"(36.180188, -86.755212)",36.180188,-86.755212
BELMONT BLVD & GALE LN NB,BELMONT,"(36.11825, -86.79651)",36.11825,-86.79651
MONTGOMERY AVE & CROCKETT ST SB,McFERRIN,"(36.195927, -86.755612)",36.195927,-86.755612
BILTMORE APARTMENTS AT GLASTONBURY & MASSMAN,THOMPSON CONNECTOR,"(36.133289, -86.701186)",36.133289,-86.701186
31ST AVE & VANDERBILT PL WB,UNIVERSITY CONNECTOR,"(36.141531, -86.814575)",36.141531,-86.814575
MANZANO RD & MALLOW DR WB,MADISON CONNECTOR,"(36.257492, -86.677858)",36.257492,-86.677858
LISCHEY AVE & DOUGLAS AVE NB,MERIDIAN,"(36.194476, -86.763076)",36.194476,-86.763076
SCOTT AVE & STRAIGHTWAY AVE NB,SCOTT,"(36.192456, -86.733081)",36.192456,-86.733081
MAPLEWOOD TRC & WALTON LN WB,HICKORY HILLS,"(36.232365, -86.752758)",36.232365,-86.752758
21ST AVE S & GRAND AVE NB,HILLSBORO,"(36.147382, -86.799334)",36.147382,-86.799334
WEDGEWOOD AVE & 19TH AVE WB,UNIVERSITY CONNECTOR,"(36.137391, -86.798009)",36.137391,-86.798009
GRANNY WHITE PIKE & MORROW AVE SB,8TH AVENUE SOUTH,"(36.104798, -86.796221)",36.104798,-86.796221
WHITES CREEK PIKE & LUZON ST SB,WHITES CREEK,"(36.210386, -86.796541)",36.210386,-86.796541
MOOREWOOD DR & BRICKMONT CT SB,DICKERSON ROAD,"(36.246512, -86.773044)",36.246512,-86.773044
NOLENSVILLE PIKE & COTTON LN SB,NOLENSVILLE PK BRT LITE,"(36.071087, -86.72347)",36.071087,-86.72347
HICKORY HOLLOW PARK-N-RIDE,MURFREESBORO PIKE,"(36.051105, -86.65271)",36.051105,-86.65271
37TH AVE/SYLVAN HEIGHTS STATION OUTBOUND,CHARLOTTE,"(36.152821, -86.828059)",36.152821,-86.828059
CHARLOTTE AVE & ORLANDO AVE EB,CHARLOTTE,"(36.15063, -86.855658)",36.15063,-86.855658
WHITES CREEK PIKE & REVELS DR NB,WHITES CREEK,"(36.221018, -86.804779)",36.221018,-86.804779
EDGEHILL AVE & 14TH AVE S EB,BELMONT,"(36.142945, -86.789543)",36.142945,-86.789543
WOODLAND ST & INTERSTATE DR WB,SHELBY,"(36.169589, -86.77089)",36.169589,-86.77089
OLD HICKORY BLVD & CENTRAL PIKE  SB,OLD HICKORY,"(36.173863, -86.602327)",36.173863,-86.602327
WEDGEWOOD AVE & 21ST AVE EB,UNIVERSITY CONNECTOR,"(36.13746, -86.800216)",36.13746,-86.800216
MCGAVOCK PIKE & FERNWOOD DR EB,SCOTT,"(36.208608, -86.715179)",36.208608,-86.715179
DOMINICAN DR & METRO CENTER BLVD EB,ST. CECILIA - CUMBERLAND,"(36.187775, -86.798861)",36.187775,-86.798861
OLD HICKORY BLVD & BELLE FOREST CR SB,BELLEVUE EXPRESS,"(36.077656, -86.920051)",36.077656,-86.920051
COUNTY HOSPITAL RD & HOSPITAL LN WB,BORDEAUX,"(36.18261, -86.845647)",36.18261,-86.845647
N HIGHLAND AVE & E BURTON ST NB,MURFREESBORO RELAX & RIDE,"(35.84836, -86.383141)",35.84836,-86.383141
THOMPSON PL & MURFREESBORO PK EB,THOMPSON CONNECTOR,"(36.126821, -86.710156)",36.126821,-86.710156
MERIDIAN ST & MARIE ST SB,MERIDIAN,"(36.196805, -86.767137)",36.196805,-86.767137
MURFREESBORO PIKE & BROOKSBORO TR N,MURFREESBORO PIKE,"(36.083586, -86.647053)",36.083586,-86.647053
HWY 70S & PERCY WARNER BLVD WB,WEST END - BELLEVUE,"(36.084699, -86.894763)",36.084699,-86.894763
MORROW RD & ALABAMA AVE SB,HERMAN,"(36.152446, -86.852286)",36.152446,-86.852286
UNION ST & POLK AVE WB,RIVERGATE EXPRESS,"(36.163086, -86.784488)",36.163086,-86.784488
DELAWARE AVE & SR 45 SB,MADISON CONNECTOR,"(36.26412, -86.704469)",36.26412,-86.704469
NASHBORO BLVD & BELL RD WB,ANTIOCH EXPRESS,"(36.089707, -86.629424)",36.089707,-86.629424
WEST END AVE & MOCKING BIRD RD EB,WEST END - WHITE BRIDGE,"(36.130925, -86.835718)",36.130925,-86.835718
HOSPITAL LN & COUNTY HOSPITAL RD NB,BORDEAUX,"(36.182521, -86.84559)",36.182521,-86.84559
ACORN DR & ELM TREE DR SB,AIRPORT - DOWNTOWN HOTELS,"(36.151596, -86.700375)",36.151596,-86.700375
PEARL COHN,HERMAN,"(36.164228, -86.815995)",36.164228,-86.815995
GLENGARRY STATION INBOUND,MURFREESBORO PIKE,"(36.121215, -86.703814)",36.121215,-86.703814
MURFREESBORO PIKE & MCNICKLE DR NB,MURFREESBORO RELAX & RIDE,"(35.973619, -86.510809)",35.973619,-86.510809
JEFFERSON ST & 17TH AVE N WB,MUSIC CITY BLUE CIRCUIT,"(36.170035, -86.804589)",36.170035,-86.804589
BROADWAY AVE & 18TH AVE S WB,HILLSBORO,"(36.152213, -86.795242)",36.152213,-86.795242
HERMITAGE AVE & DRIFTWOOD ST WB,LEBANON PIKE,"(36.154819, -86.758375)",36.154819,-86.758375
WEST END AVE & ELMINGTON AVE WB,WEST END - WHITE BRIDGE,"(36.135304, -86.823686)",36.135304,-86.823686
CREEKWOOD DR & PARK CREEK DR WB,DICKERSON ROAD,"(36.233771, -86.768442)",36.233771,-86.768442
EDMONDSON PK & HUNTINGTON PKWY SB,GRASSMERE-EDMONDSON CONNECTOR,"(36.052322, -86.743188)",36.052322,-86.743188
LENNOX VILLAGE DR 1ST BUS STOP,HICKORY HOLLOW-LENOX EXPRESS,"(36.025437, -86.712243)",36.025437,-86.712243
LYTLE DR & BOYD DR NB,WHITES CREEK,"(36.222513, -86.827134)",36.222513,-86.827134
MURFREESBORO PIKE & BROOKSBORO TER,MURFREESBORO PIKE,"(36.083767, -86.647361)",36.083767,-86.647361
HILLSBORO PIKE & GOLF CLUB LN SB,HILLSBORO,"(36.117896, -86.81009)",36.117896,-86.81009
OLD HICKORY BLVD & HICKORY IND DR W,OLD HICKORY,"(36.267157, -86.66984)",36.267157,-86.66984
8TH AVE S & PRENTICE AVE NB,8TH AVENUE SOUTH,"(36.130444, -86.778409)",36.130444,-86.778409
N 1ST ST & DICKERSON PIKE RAMP SB,WHITES CREEK,"(36.182314, -86.774085)",36.182314,-86.774085
CLIFF DR & BUENA VISTA PIKE NB,BORDEAUX,"(36.197056, -86.82804)",36.197056,-86.82804
901 COWAN ST SB,GOLDEN VALLEY,"(36.190252, -86.781232)",36.190252,-86.781232
TROUSDALE DR & LYNN DR SB,GRASSMERE-EDMONDSON CONNECTOR,"(36.084294, -86.756595)",36.084294,-86.756595
ELM HILL PIKE & WANDA DR WB,AIRPORT - DOWNTOWN HOTELS,"(36.150495, -86.696659)",36.150495,-86.696659
BRICKMONT DR & CHESAPEAKE DR EB,DICKERSON ROAD,"(36.245437, -86.769046)",36.245437,-86.769046
WHITE BRIDGE PIKE & POST RD SB,WEST END - WHITE BRIDGE,"(36.128043, -86.852227)",36.128043,-86.852227
BRANSFORD AVE & BENTON AVE SB,100 OAKS,"(36.131479, -86.768385)",36.131479,-86.768385
MUSIC CITY CENTRAL 5TH - BAY 6,HERMAN,"(36.166501, -86.781233)",36.166501,-86.781233
WOODLAND ST & S 11TH ST WB,SCOTT,"(36.177293, -86.750254)",36.177293,-86.750254
APACHE TRL & HAYWOOD LN NB,TUSCULUM - McMURRAY EXPRESS,"(36.067957, -86.693427)",36.067957,-86.693427
TENNESSEE REHAB CENTER,MURFREESBORO RELAX & RIDE,"(36.006181, -86.502372)",36.006181,-86.502372
SHACKLEFORD RD & BELMONT BLVD EB,UNIVERSITY CONNECTOR,"(36.101297, -86.802687)",36.101297,-86.802687
EDGEMEADE STATION OUTBOUND,GALLATIN PIKE,"(36.279747, -86.708554)",36.279747,-86.708554
LEBANON PIKE & SWEDEN DR SB,LEBANON PIKE,"(36.202056, -86.617119)",36.202056,-86.617119
MURFREESBORO PIKE & PARRIS AVE EB,MURFREESBORO PIKE,"(36.14386, -86.747773)",36.14386,-86.747773
JONES AVE & NORTON AVE NB,McFERRIN,"(36.20725, -86.757426)",36.20725,-86.757426
DICKERSON PIKE & LORRANE AVE NB,DICKERSON ROAD,"(36.218751, -86.762496)",36.218751,-86.762496
8TH AVE S & BROADWAY AVE NB,100 OAKS,"(36.159688, -86.782557)",36.159688,-86.782557
MURPHY AVE & ARENA PL WB,MIDTOWN,"(36.156088, -86.803351)",36.156088,-86.803351
LAFAYETTE ST & CLAIBORNE ST WB,MURFREESBORO PIKE,"(36.148376, -86.760828)",36.148376,-86.760828
HILLSBORO PIKE & WARFIELD DR SB,BELMONT,"(36.103402, -86.816082)",36.103402,-86.816082
PINE ST & 12TH AVE WB,MUSIC CITY GREEN CIRCUIT,"(36.152667, -86.784775)",36.152667,-86.784775
8TH AVE & DOUGLAS AVE SB,8TH AVENUE SOUTH,"(36.131361, -86.778931)",36.131361,-86.778931
DR DB TODD BLVD & MEHARRY BLVD NB,UNIVERSITY CONNECTOR,"(36.167561, -86.805789)",36.167561,-86.805789
OLD HICKORY BLVD & BELLE VALLEY DR SB,BELLEVUE EXPRESS,"(36.106292, -86.922317)",36.106292,-86.922317
THOMPSON LN & WEST IRIS DR WB,12TH AVENUE SOUTH,"(36.112451, -86.768579)",36.112451,-86.768579
MCGAVOCK PIKE & SCOTT AVE WB,SHELBY,"(36.204474, -86.731595)",36.204474,-86.731595
STATE ST & 21ST AVE N SB,CHARLOTTE,"(36.153213, -86.803472)",36.153213,-86.803472
S GALLATIN PIKE & BERKLEY DR SB,GALLATIN PIKE,"(36.246595, -86.721324)",36.246595,-86.721324
FAIRVIEW DR & CLARKSVILLE PIKE EB,BORDEAUX,"(36.21099, -86.83911)",36.21099,-86.83911
MURFREESBORO PIKE & WILHAGAN RD EB,MURFREESBORO PIKE,"(36.132429, -86.719647)",36.132429,-86.719647
LEBANON PIKE & ANDREW JACKSON PKWY,LEBANON PIKE,"(36.215271, -86.598612)",36.215271,-86.598612
TENNESSEE AVE & 44TH AVE N EB,HERMAN,"(36.161013, -86.840794)",36.161013,-86.840794
S 16TH ST & HOLLY ST SB,SHELBY,"(36.175539, -86.742213)",36.175539,-86.742213
BELL RD & BRENTRIDGE CIR EB,HICKORY HOLLOW-LENOX EXPRESS,"(36.046944, -86.680885)",36.046944,-86.680885
WEST END AVE & 29TH AVE S WB,WEST END - WHITE BRIDGE,"(36.144683, -86.813083)",36.144683,-86.813083
DICKERSON PIKE & RICHARDSON AVE SB,DICKERSON ROAD,"(36.19201, -86.772771)",36.19201,-86.772771
THOMPSON LN & GRANDVIEW WB,THOMPSON CONNECTOR,"(36.111126, -86.746656)",36.111126,-86.746656
S 5TH ST & RUSSELL ST SB,SHELBY,"(36.170853, -86.764262)",36.170853,-86.764262
EWING DR & CLAYMILLE BLVD EB,GOLDEN VALLEY,"(36.231823, -86.801777)",36.231823,-86.801777
MCMURRAY DR & RHETT DR EB,TUSCULUM - McMURRAY EXPRESS,"(36.055161, -86.733355)",36.055161,-86.733355
EDGEHILL AVE & MAGNOLIA CIR,MIDTOWN,"(36.143989, -86.799031)",36.143989,-86.799031
GREENFIELD AVE & OXFORD ST EB,SHELBY,"(36.209917, -86.725583)",36.209917,-86.725583
MAIN ST & N 7TH ST WB,GALLATIN PIKE,"(36.174686, -86.760691)",36.174686,-86.760691
LEBANON PIKE & LYNNMEADE DR SB,LEBANON PIKE,"(36.161355, -86.701771)",36.161355,-86.701771
OCALA DR & NOLENSVILLE PIKE EB,NOLENSVILLE PK BRT LITE,"(36.051442, -86.714537)",36.051442,-86.714537
OLD HICKORY BLVD & MONTCHANIN DR SB,OLD HICKORY,"(36.234524, -86.626119)",36.234524,-86.626119
OAKVIEW DR & STARLIGHT DR WB,DICKERSON ROAD,"(36.237796, -86.765826)",36.237796,-86.765826
8TH AVE S & DREXEL ST SB,BELMONT,"(36.152687, -86.779394)",36.152687,-86.779394
PORTER RD & WATER AVE  SB,SHELBY,"(36.186445, -86.730347)",36.186445,-86.730347
SNELL BLVD & DOLAN RD SB,BORDEAUX,"(36.182057, -86.844311)",36.182057,-86.844311
MCGAVOCK PIKE  & KNOBDALE RD NB,OPRY MILLS,"(36.184605, -86.676704)",36.184605,-86.676704
BELMONT BLVD & CLAYTON AVE SB,BELMONT,"(36.118505, -86.796447)",36.118505,-86.796447
MCFERRIN AVE & SEYMOUR AVE NB,McFERRIN,"(36.186096, -86.754168)",36.186096,-86.754168
OLD HICKORY BLVD & CENTRAL PIKE NB,OLD HICKORY,"(36.173917, -86.602159)",36.173917,-86.602159
HARDING PL & NOLENSVILLE PK WB,GRASSMERE-EDMONDSON CONNECTOR,"(36.078315, -86.730407)",36.078315,-86.730407
MURFREESBORO PIKE & JACKSON SQ BLVD,SMYRNA - LA VERGNE EXPRESS,"(36.020026, -86.576793)",36.020026,-86.576793
ELM HILL PIKE & SPENCE LN WB,AIRPORT - DOWNTOWN HOTELS,"(36.143989, -86.72452)",36.143989,-86.72452
PORTER RD & RIVERSIDE DR EB,SHELBY,"(36.195308, -86.723809)",36.195308,-86.723809
WOODLAND ST & S 10TH ST WB,SCOTT,"(36.177225, -86.750896)",36.177225,-86.750896
2ND AVE N & JO JOHNSTON AVE NB,MERIDIAN,"(36.171295, -86.780997)",36.171295,-86.780997
BRANSFORD AVE & HEATHER PL NB,100 OAKS,"(36.113067, -86.766875)",36.113067,-86.766875
OLD HICKORY BLVD & 3RD AVE EB,MADISON CONNECTOR,"(36.262552, -86.707312)",36.262552,-86.707312
CLAY ST & 11TH AVE EB,ST. CECILIA - CUMBERLAND,"(36.184133, -86.806108)",36.184133,-86.806108
DICKERSON PIKE & MULBERRY DOWNS CIR,HICKORY HILLS,"(36.251286, -86.757254)",36.251286,-86.757254
WEST END AVE & LYLE AVE EB,WEST END - WHITE BRIDGE,"(36.151674, -86.798491)",36.151674,-86.798491
RICHMOND HILL DR & CREEKWOOD DR NB,DICKERSON ROAD,"(36.231274, -86.773473)",36.231274,-86.773473
GRACE MANOR (OLD HICKORY BLVD & BRICK CHURCH PIKE) WB,HICKORY HILLS,"(36.279762, -86.780656)",36.279762,-86.780656
BUCHANAN ST & DR DB TODD JR BLVD EB,BORDEAUX,"(36.180007, -86.811099)",36.180007,-86.811099
BELL RD & HICKORY HIGHLANDS DR NB,MURFREESBORO PIKE,"(36.061197, -86.63897)",36.061197,-86.63897
6TH AVE N & CHARLOTTE AVE NB,HICKORY HOLLOW-LENOX EXPRESS,"(36.165268, -86.783095)",36.165268,-86.783095
HERMITAGE AVE & LINDSLEY AVE SB,LEBANON PIKE,"(36.154948, -86.76389)",36.154948,-86.76389
HARDING PIKE & VINE CT WB,WEST END - WHITE BRIDGE,"(36.129788, -86.839515)",36.129788,-86.839515
MUSIC CITY CENTRAL 4TH - BAY 24,DICKERSON ROAD,"(36.166751, -86.781412)",36.166751,-86.781412
28TH AVE N & CLIFTON AVE SB,UNIVERSITY CONNECTOR,"(36.158825, -86.818629)",36.158825,-86.818629
46TH AVE/RICHLAND PARK STATION INBOUND,CHARLOTTE,"(36.152077, -86.842746)",36.152077,-86.842746
MAIN ST & S 6TH ST EB,GALLATIN PIKE,"(36.173464, -86.763597)",36.173464,-86.763597
HARDING PL & HARDING MALL WB,NOLENSVILLE PK BRT LITE,"(36.080556, -86.722875)",36.080556,-86.722875
GALLATIN PIKE & CONFERENCE DR NB,GALLATIN PIKE,"(36.302575, -86.692)",36.302575,-86.692
AMALIE DR & HILSON RD SB,TUSCULUM - McMURRAY EXPRESS,"(36.05026, -86.72445)",36.05026,-86.72445
BAPTIST WORLD CENTER DR & VASHTI ST WB,WHITES CREEK,"(36.194859, -86.779706)",36.194859,-86.779706
RURAL HILL RD & EDGE-O-LAKE DR WB,ANTIOCH EXPRESS,"(36.078348, -86.630102)",36.078348,-86.630102
HADLEY AVE & 17TH ST SB,OLD HICKORY,"(36.253283, -86.647935)",36.253283,-86.647935
WHITE BRIDGE PIKE & CHARLOTTE SHONE,WEST END - WHITE BRIDGE,"(36.149381, -86.858017)",36.149381,-86.858017
HYDES FERRY RD & MANCHESTER AVE SB,BORDEAUX,"(36.190951, -86.838735)",36.190951,-86.838735
ANDERSON RD & COUNTRY WAY RD SB,ANTIOCH EXPRESS,"(36.078041, -86.607139)",36.078041,-86.607139
BROADWAY AVE & 18TH AVE S EB,HILLSBORO,"(36.152151, -86.795148)",36.152151,-86.795148
ELIZABETH RD & HYDES FERRY RD NB,BORDEAUX,"(36.193301, -86.840101)",36.193301,-86.840101
LEBANON PIKE & FAIRWAY DR WB,LEBANON PIKE,"(36.169156, -86.682295)",36.169156,-86.682295
