ATV_Involved (group),Agency,Agency_Name,Display Sheet,Road_Type,Land_Use,Hour_STR,Latitude_adj,Longitude_adj,View_Dashboard,YTD_0,YTD_1,YTD_2,SUM([Injury]+[Fatality]),Item,SortBy,GIS,Parent,Crash_Desc,Route_adj,tip,Show_on_Map,Collision_Time_adj,Collision_Date_Tooltip,Tooltip_DriverAge,Collision_DOW,Tooltip_DriverFactor,Tooltip_Vehicle,Tooltip_NM,FixTotalRecs,City,Collision_Date,County,Crash_Type (group),Crash_Type,Distracted_Driver (group),Driver_Drinking (group),Driver_Drugged (group),Drowsy_Driver (group),Fatality,First_Harmfu_Event (group),Injury,LargeTruck_Involved (group),Latitude,Light_Condition (group),Longitude,MRN,Motorcycle_Involved (group),Number of Records,Other_Nonmotorist,Pedalcyclist,Pedestrian,SchoolBus,Senior (65-99) (group),Speeding_Involved (group),THPInv,THP_District,Teen (13-19) (group),Unbelted (group),Weather (group)
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,State Road,Rural,15,36.02062,-84.29049,View Dashboard,1,0,0,1,"Over Turn, Roll Over",1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-62,?,1,15:10,"Thursday, March 28, 2019 @ 15:10",None,Thursday,Unbelted Occupant,None,None,1, Not in a City,3/28/2019 3:10:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,"Over Turn, Roll Over",1,Null & -,36.02062,Daylight,-84.29049,102347009,Null & -,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,CLINTON POLICE DEPT,CLINTON POLICE DEPT,1,State Road,Urban,16,36.16912,-84.07873,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-61,?,1,16:13,"Thursday, September 5, 2019 @ 16:13",None,Thursday,Unbelted Occupant,Motorcycle,None,1,Clinton,9/5/2019 4:13:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.16912,Daylight,-84.07873,102503699,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,Interstate,Rural,15,36.21657,-84.14424,View Dashboard,1,0,0,5,Other Traffic Barrier,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (5 injury/ies),  I-75,?,1,15:35,"Sunday, January 13, 2019 @ 15:35",None,Sunday,Unbelted Occupant,None,None,1, Not in a City,1/13/2019 3:35:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Other Traffic Barrier,5,Null & -,36.21657,Daylight,-84.14424,102278601,Null & -,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Unbelted Occupant,Cloudy
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,Other,Rural,15,36.0263,-84.08839,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),LONESOME DOVE RD,?,1,15:10,"Sunday, April 28, 2019 @ 15:10",None,Sunday,Unbelted Occupant,Motorcycle,None,1, Not in a City,4/28/2019 3:10:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.0263,Daylight,-84.08839,102377191,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,Other,Rural,15,36.2445,-84.02951,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),BOYER RD,?,1,15:37,"Sunday, February 3, 2019 @ 15:37",None,Sunday,Unbelted Occupant,Motorcycle,None,1, Not in a City,2/3/2019 3:37:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.2445,Daylight,-84.02951,102299018,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Unbelted Occupant,Clear
ATV Involved,THP District 1 - Knoxville,THP District 1 - Knoxville,1,Other,Urban,Un,36.23615,-84.16591,View Dashboard,1,0,0,2,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),SHARP DR,?,1,Unknown,"Sunday, March 24, 2019 @ Unknown",None,Sunday,Unbelted Occupant,ATV,None,1,Rockytop,3/24/2019 12:00:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Ditch,2,Null & -,36.23615,Daylight,-84.16591,102341537,Null & -,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,KNOX CO SHERIFFS OFFICE,KNOX CO SHERIFFS OFFICE,1,Other,Urban,15,35.93072,-84.18543,View Dashboard,1,0,0,1,"Over Turn, Roll Over",1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),HARDIN VALLEY RD,?,1,15:54,"Saturday, May 11, 2019 @ 15:54",None,Saturday,Unbelted Occupant,None,None,1,Oak Ridge,5/11/2019 3:54:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,"Over Turn, Roll Over",1,Null & -,35.93072,Daylight,-84.18543,102386888,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Cloudy
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,State Road,Rural,16,36.03272,-84.09789,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-9,?,1,16:35,"Saturday, October 5, 2019 @ 16:35",None,Saturday,None,None,None,1, Not in a City,10/5/2019 4:35:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,36.03272,Daylight,-84.09789,102531520,Null & -,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Null & -,Clear
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,Other,Rural,17,36.18019,-84.05202,View Dashboard,1,0,0,1,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),NORRIS FWY,?,1,17:53,"Saturday, April 13, 2019 @ 17:53",None,Saturday,Unbelted Occupant,None,None,1, Not in a City,4/13/2019 5:53:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Ditch,1,Null & -,36.18019,Daylight,-84.05202,102363631,Null & -,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,OLIVER SPRINGS POLICE DEPT,OLIVER SPRINGS POLICE DEPT,1,Other,Urban,13,36.05151,-84.33931,View Dashboard,1,0,0,1,Other Non-Collision,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),WINDROCK RD,?,1,13:33,"Saturday, September 21, 2019 @ 13:33",None,Saturday,Unbelted Occupant,Motorcycle,None,1,Oliver Springs,9/21/2019 1:33:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Other Non-Collision,1,Null & -,36.05151,Daylight,-84.33931,102516187,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,OAK RIDGE POLICE DEPT,OAK RIDGE POLICE DEPT,1,State Road,Urban,16,36.04097,-84.21687,View Dashboard,1,0,0,1,Other Non-Collision,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-95,?,1,16:43,"Saturday, September 14, 2019 @ 16:43",None,Saturday,Unbelted Occupant,Motorcycle,None,1,Oak Ridge,9/14/2019 4:43:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Other Non-Collision,1,Null & -,36.04097,Daylight,-84.21687,102517046,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,OAK RIDGE POLICE DEPT,OAK RIDGE POLICE DEPT,1,State Road,Urban,11,36.03541,-84.22422,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-95,?,1,11:46,"Saturday, August 17, 2019 @ 11:46",None,Saturday,Unbelted Occupant,Motorcycle,None,1,Oak Ridge,8/17/2019 11:46:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.03541,Daylight,-84.22422,102483317,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,CLINTON POLICE DEPT,CLINTON POLICE DEPT,1,Other,Urban, 8,36.1021,-84.1045,View Dashboard,1,0,0,1,Utility Pole,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),J D YARNELL INDUSTRIAL PKWY,?,1, 8:25,"Monday, October 28, 2019 @  8:25",None,Monday,"Drowsy Driver, Unbelted Occupant",None,None,1,Clinton,10/28/2019 8:25:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Drowsy Driver,0,Utility Pole,1,Null & -,36.1021,Daylight,-84.1045,102551203,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Cloudy
Null & -,OLIVER SPRINGS POLICE DEPT,OLIVER SPRINGS POLICE DEPT,1,State Road,Urban,15,36.019,-84.30251,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-61,?,1,15:33,"Monday, June 10, 2019 @ 15:33",None,Monday,None,None,None,1,Oliver Springs,6/10/2019 3:33:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,36.019,Daylight,-84.30251,102415837,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Null & -,Clear
Null & -,CLINTON POLICE DEPT,CLINTON POLICE DEPT,1,State Road,Urban,11,36.15981,-84.09181,View Dashboard,1,0,0,4,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (4 injury/ies), SR-61,?,1,11:37,"Monday, May 6, 2019 @ 11:37",None,Monday,None,None,None,1,Clinton,5/6/2019 11:37:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,4,Null & -,36.15981,Daylight,-84.09181,102381681,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Null & -,Clear
Null & -,CLINTON POLICE DEPT,CLINTON POLICE DEPT,1,Other,Urban,12,36.1108,-84.11145,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),J D YARNELL INDUSTRIAL PKWY,?,1,12:05,"Monday, April 22, 2019 @ 12:05",None,Monday,None,None,None,1,Clinton,4/22/2019 12:05:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,36.1108,Daylight,-84.11145,102369711,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Null & -,Clear
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,Other,Urban,13,36.21086,-84.15099,View Dashboard,1,0,0,1,Other Fixed Object,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),OLD LAKE CITY HWY,?,1,13:45,"Monday, April 1, 2019 @ 13:45",None,Monday,"Driver Used Drug, Unbelted Occupant",None,None,1,Rockytop,4/1/2019 1:45:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Driver has used Drugs,Null & -,0,Other Fixed Object,1,Null & -,36.21086,Daylight,-84.15099,102351052,Null & -,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,ANDERSON CO SHERIFFS DEPT,ANDERSON CO SHERIFFS DEPT,1,Other,Rural,16,36.03195,-84.09576,View Dashboard,1,0,0,1,Guard Rail Face,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),OLD STATE CIR ,?,1,16:05,"Friday, November 22, 2019 @ 16:05",None,Friday,None,None,None,1, Not in a City,11/22/2019 4:05:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Guard Rail Face,1,Null & -,36.03195,Daylight,-84.09576,102577298,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Null & -,Rain
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,Other,Rural,14,36.13787,-84.04665,View Dashboard,1,0,0,1,"Over Turn, Roll Over",1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),BRUSHY VALLEY RD,?,1,14:51,"Friday, June 7, 2019 @ 14:51",None,Friday,None,None,None,1, Not in a City,6/7/2019 2:51:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,"Over Turn, Roll Over",1,Null & -,36.13787,Daylight,-84.04665,102413684,Null & -,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Null & -,Rain
Null & -,OAK RIDGE POLICE DEPT,OAK RIDGE POLICE DEPT,1,State Road,Urban,17,36.01883,-84.24858,View Dashboard,1,0,0,7,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (7 injury/ies), SR-95,?,1,17:14,"Friday, March 8, 2019 @ 17:14",None,Friday,Unbelted Occupant,None,None,1,Oak Ridge,3/8/2019 5:14:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,7,Null & -,36.01883,Daylight,-84.24858,102326958,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Rain
Null & -,ANDERSON CO SHERIFFS DEPT,ANDERSON CO SHERIFFS DEPT,1,Other,Rural, 9,36.11189,-84.18394,View Dashboard,1,0,0,1,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),SULPHUR SPRINGS RD ,?,1, 9:54,"Friday, May 31, 2019 @  9:54",None,Friday,Unbelted Occupant,None,None,1, Not in a City,5/31/2019 9:54:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Ditch,1,Null & -,36.11189,Daylight,-84.18394,102405606,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Cloudy
Null & -,OAK RIDGE POLICE DEPT,OAK RIDGE POLICE DEPT,1,State Road,Urban,16,36.0024,-84.23961,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-62,?,1,16:53,"Friday, September 20, 2019 @ 16:53",None,Friday,"Distracted Driver, Driver Used Drug",None,None,1,Oak Ridge,9/20/2019 4:53:00 PM,Anderson,Serious Injury,Serious Injury,Distracted Driver,Null & -,Driver has used Drugs,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,36.0024,Daylight,-84.23961,102515192,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Null & -,Clear
Null & -,OAK RIDGE POLICE DEPT,OAK RIDGE POLICE DEPT,1,Other,Urban, 6,36.02465,-84.21882,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),EMORY VALLEY RD,?,1, 6:48,"Wednesday, February 27, 2019 @  6:48",None,Wednesday,"Drowsy Driver, Unbelted Occupant",None,None,1,Oak Ridge,2/27/2019 6:48:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Drowsy Driver,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,36.02465,Dawn,-84.21882,102318129,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,ANDERSON CO SHERIFFS DEPT,ANDERSON CO SHERIFFS DEPT,1,Other,Urban, 2,36.06741,-84.11314,View Dashboard,1,0,0,1,Mail Box,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),E WOLF VALLEY RD,?,1, 2:48,"Tuesday, July 9, 2019 @  2:48",None,Tuesday,Unbelted Occupant,Large Truck,None,1,Clinton,7/9/2019 2:48:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Mail Box,1,Large Truck Involved,36.06741,Dark-Not Lighted,-84.11314,102443136,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,OAK RIDGE POLICE DEPT,OAK RIDGE POLICE DEPT,1,Other,Urban, 4,36.02652,-84.17361,View Dashboard,1,0,0,1,Other Object,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),MELTON LAKE DR,?,1, 4:37,"Thursday, October 31, 2019 @  4:37",None,Thursday,None,None,None,1,Oak Ridge,10/31/2019 4:37:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Other Object,1,Null & -,36.02652,Dark-Not Lighted,-84.17361,102554536,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Null & -,Clear
ATV Involved,ANDERSON CO SHERIFFS DEPT,ANDERSON CO SHERIFFS DEPT,1,Other,Rural,21,36.1067,-84.33418,View Dashboard,1,0,0,1,"Over Turn, Roll Over",1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),4WD ROAD ,?,1,21:04,"Thursday, April 25, 2019 @ 21:04",None,Thursday,Unbelted Occupant,ATV,None,1, Not in a City,4/25/2019 9:04:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,"Over Turn, Roll Over",1,Null & -,36.1067,Dark-Not Lighted,-84.33418,102375750,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,OAK RIDGE POLICE DEPT,OAK RIDGE POLICE DEPT,1,Other,Urban, 0,36.03737,-84.23918,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),OUTER DR,?,1, 0:53,"Saturday, November 2, 2019 @  0:53",None,Saturday,"Driver Used Drug, Speeding, Unbelted Occupant",None,None,1,Oak Ridge,11/2/2019 12:53:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Driver has used Drugs,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.03737,Dark-Not Lighted,-84.23918,102555746,Null & -,1,-,-,-,-,Null & -,Speeding Driver,Other,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,Other,Rural, 3,36.14539,-84.10736,View Dashboard,1,0,0,1,Standing Tree,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),BLAND RD,?,1, 3:30,"Saturday, April 20, 2019 @  3:30",None,Saturday,"Speeding, Unbelted Occupant",Motorcycle,None,1, Not in a City,4/20/2019 3:30:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Standing Tree,1,Null & -,36.14539,Dark-Not Lighted,-84.10736,102370371,Motorcyclist Involved,1,-,-,-,-,Null & -,Speeding Driver,THP,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,Other,Urban, 1,36.02719,-84.09056,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),CLINTON HWY,?,1, 1:50,"Saturday, March 9, 2019 @  1:50",None,Saturday,"Drunk Driver, Driver Used Drug",Large Truck,None,1,Claxton,3/9/2019 1:50:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Drinking Driver,Driver has used Drugs,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Large Truck Involved,36.02719,Dark-Not Lighted,-84.09056,102329741,Null & -,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Null & -,Clear
Null & -,ANDERSON CO SHERIFFS DEPT,ANDERSON CO SHERIFFS DEPT,1,Other,Rural,19,36.09068,-84.23355,View Dashboard,1,0,0,1,Standing Tree,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),DUTCH VALLEY RD,?,1,19:40,"Monday, February 11, 2019 @ 19:40",None,Monday,Unbelted Occupant,None,None,1, Not in a City,2/11/2019 7:40:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Standing Tree,1,Null & -,36.09068,Dark-Not Lighted,-84.23355,102307008,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Rain
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,Other,Urban,22,36.03619,-84.2836,View Dashboard,1,0,0,1,"Over Turn, Roll Over",1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),BATLEY LOOP RD,?,1,22:30,"Friday, January 18, 2019 @ 22:30",None,Friday,"Distracted Driver, Drunk Driver, Driver Used Drug, Unbelted Occupant",None,None,1,Oak Ridge,1/18/2019 10:30:00 PM,Anderson,Serious Injury,Serious Injury,Distracted Driver,Drinking Driver,Driver has used Drugs,Null & -,0,"Over Turn, Roll Over",1,Null & -,36.03619,Dark-Not Lighted,-84.2836,102282226,Null & -,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Unbelted Occupant,Fog
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,State Road,Urban, 5,36.03749,-84.12015,View Dashboard,1,0,0,2,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-170,?,1, 5:02,"Friday, August 30, 2019 @  5:02",None,Friday,"Driver Used Drug, Unbelted Occupant",None,None,1,Claxton,8/30/2019 5:02:00 AM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Driver has used Drugs,Null & -,0,Ditch,2,Null & -,36.03749,Dark-Not Lighted,-84.12015,102492993,Null & -,1,-,-,-,-,Null & -,Null & -,THP,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,NORRIS POLICE DEPT,NORRIS POLICE DEPT,1,State Road,Urban,21,36.18586,-84.06264,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-61,?,1,21:33,"Friday, August 30, 2019 @ 21:33",None,Friday,Unbelted Occupant,Motorcycle,None,1,Norris,8/30/2019 9:33:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,36.18586,Dark-Not Lighted,-84.06264,102499891,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Clear
Null & -,THP District 1 - Knoxville,THP District 1 - Knoxville,1,State Road,Rural,21,36.25351,-84.18021,View Dashboard,1,0,0,2,Fence,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-116,?,1,21:23,"Wednesday, June 26, 2019 @ 21:23",None,Wednesday,"Distracted Driver, Drunk Driver, Driver Used Drug, Speeding",None,None,1, Not in a City,6/26/2019 9:23:00 PM,Anderson,Serious Injury,Serious Injury,Distracted Driver,Drinking Driver,Driver has used Drugs,Null & -,0,Fence,2,Null & -,36.25351,Dark-Lighted,-84.18021,102430746,Null & -,1,-,-,-,-,Null & -,Speeding Driver,THP,1-Knoxville,Null & -,Null & -,Clear
Null & -,OAK RIDGE POLICE DEPT,OAK RIDGE POLICE DEPT,1,State Road,Urban,20,36.04124,-84.21637,View Dashboard,1,0,0,1,Standing Tree,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-95,?,1,20:05,"Tuesday, February 19, 2019 @ 20:05",None,Tuesday,"Drunk Driver, Driver Used Drug, Unbelted Occupant",None,None,1,Oak Ridge,2/19/2019 8:05:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Drinking Driver,Driver has used Drugs,Null & -,0,Standing Tree,1,Null & -,36.04124,Dark-Lighted,-84.21637,102310486,Null & -,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Rain
Null & -,OAK RIDGE POLICE DEPT,OAK RIDGE POLICE DEPT,1,Other,Urban,20,36.03651,-84.22507,View Dashboard,1,0,0,1,Parked Motor Vehicle,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),CALIFORNIA AVE,?,1,20:22,"Tuesday, March 12, 2019 @ 20:22",None,Tuesday,Unbelted Occupant,Motorcycle,None,1,Oak Ridge,3/12/2019 8:22:00 PM,Anderson,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Parked Motor Vehicle,1,Null & -,36.03651,Dark-Lighted,-84.22507,102328839,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,1-Knoxville,Null & -,Unbelted Occupant,Clear
