Area Designation Cde,City,Crash Comments,Collision Date,CY Fatal Crashes,Latitude in Date Range,CY Fatalities,Placeholder,Invalid Lat Long - Crash in Date Range,Collision Dte,Collision Id,Collision Time Txt,County Name,Date Deleted,DEL,Date Range Collision Date,Date Range Fatal Crashes,Early Notification Type,Fatal Case Nbr Txt,ID,Intersect Road Name Suffix Txt,Intersect Road Name Txt,Intersect Road Nbr Txt,Invalid Lat Long - Fatality in Date Range,DateDiffTest,Crash Latitude,Longitude in Date Range,Crash Longitude,Master Record Number,Mile Mark Nmb,Mstr Rec Nbr Txt,Person Type,Rdwy Name Suffix Txt,Rdwy Name Txt,Rdwy Nbr Txt,Relation To Road Cde,Rollover Ind,Route Signing Cde,State Fatal #,School Bus Cde,Speed Ind,THP District,TK or BUS INV,Date Range Fatalities
00,NA,,8/20/2015 12:00:00 AM,1,35.8811,1,1,0,8/20/2015 11:30:00 AM,,11:30,Rutherford,,N,8/20/2015 12:00:00 AM,1,Email,15-0539,D9200A2C-5CC8-4F3D-A7C4-277B3F3E722E,,,,0,231,35.8811,-86.48108,-86.48108,100944286,52.45,100944286,DRIVER,,I 840,,01,N,03,15-0539,00,,03,T,1
00,NA,,9/10/2015 12:00:00 AM,1,36.42672,1,1,0,9/10/2015 6:02:00 PM,,18:02,Campbell,,N,9/10/2015 12:00:00 AM,1,Email,15-0601,2161C74B-B168-406D-B0F8-5E8BAC5728AC,,,,0,252,36.42672,-84.29082,-84.29082,100948933,145.35,100948933,DRIVER,,I 75,,01,N,01,15-0601,00,,01,T,1
01,NA,,9/9/2015 12:00:00 AM,1,35.14806,1,1,0,9/9/2015 5:55:00 AM,,05:55,Bradley,,N,9/9/2015 12:00:00 AM,1,Par,15-0868,29267DF6-2349-407C-B1C8-650597652ADB,,DURKEE RDSE,,0,251,35.14806,-84.84007,-84.84007,100949733,0,100949733,DRIVER,,WATERLEVEL HWY,,01,N,02,15-0868,00,,02,T,1
00,LEBANON,,8/6/2015 12:00:00 AM,1,36.18968,1,1,0,8/6/2015 5:20:00 AM,,05:20,Wilson,,N,8/6/2015 12:00:00 AM,1,Email,15-0494,2A0FB30A-008A-4C4E-A8C6-14F0190765AE,,,,0,217,36.18968,-86.26216,-86.26216,100962559,240,100962559,DRIVER,,I 40,,01,Y,01,15-0494,00,,03,T,1
01,CHATTANOOGA,,9/28/2015 12:00:00 AM,1,35.02404,1,1,0,9/28/2015 9:16:00 AM,,09:16,Hamilton,,N,9/28/2015 12:00:00 AM,1,Par,15-0663,1A46AEF0-BE87-4C9F-8DFA-5563E02F1CEC,,,,0,270,35.02404,-85.32483,-85.32483,100969224,177.8,100969224,DRIVER,,I 24,,01,N,01,15-0663,00,,02,T,1
01,NASHVILLE,,10/5/2015 12:00:00 AM,1,36.15725,1,1,0,10/5/2015 12:00:00 AM,074823CB-A043-11E6-98ED-0050568862A8,24:00,Davidson,,N,10/5/2015 12:00:00 AM,1,Email,15-0668,78D2964B-D485-4553-ADA5-702128D57215,,VISCO DR,,0,277,36.15725,-86.75195,-86.75195,100974240,0,100974240,DRIVER,,NESTOR ST,,01,N,06,15-0668,00,,03,T,1
01,LEBANON,,10/10/2015 12:00:00 AM,1,36.18498,1,1,0,10/10/2015 4:12:00 AM,,04:12,Wilson,,N,10/10/2015 12:00:00 AM,1,Par,15-0700,010AFA48-A9B5-4F1A-A403-C9B0EAA922D7,,PHELAN DR,,0,282,36.18498,-86.26665,-86.26665,100981360,0,100981360,DRIVER,,SPARTA PKE,,01,N,02,15-0700,00,,03,T,1
00,NA,,10/13/2015 12:00:00 AM,1,36.04574,1,1,0,10/13/2015 12:28:00 PM,,12:28,Benton,,N,10/13/2015 12:00:00 AM,1,Email,15-0691,F651D160-2EBF-4113-A0C1-78BFA03F7CC2,,FLETCHER CIR,,0,285,36.04574,-88.16241,-88.16241,100981776,0,100981776,DRIVER,,HWY 70W,,01,N,02,15-0691,00,,08,T,1
02,NA,,10/21/2015 12:00:00 AM,1,35.68956,1,1,0,10/21/2015 2:00:00 PM,676DEDC0-8C9C-11E6-956E-0050568862A8,14:00,Haywood,,N,10/21/2015 12:00:00 AM,1,Email,15-0719,223EBD2B-8F3A-43F7-9091-BC3E94958EB1,,TABERNACLE RD,,0,293,35.68956,-89.22578,-89.22578,100994404,0,100994404,DRIVER,,HIGHWAY 54N,,01,N,03,15-0719,00,,04,T,1
01,NA,,10/23/2015 12:00:00 AM,1,35.94543,1,1,0,10/23/2015 6:59:00 AM,D0DE2CA2-ACC5-11E6-A321-0050568862A8,06:59,Knox,,N,10/23/2015 12:00:00 AM,1,Par,15-0726,593A64D8-5EC3-4AD4-BABF-DE50FB7D94BC,,ANDES RD,,0,295,35.94543,-84.09932,-84.09932,100996644,0,100996644,DRIVER,,MIDDLEBROOK PIKE,,01,N,03,15-0726,00,,01,T,1
02,BRISTOL,CITY & TIME VERIFIED VIA EMAIL,10/21/2015 12:00:00 AM,1,36.58365,1,1,0,10/21/2015 12:00:00 AM,,24:00,Sullivan,,N,10/21/2015 12:00:00 AM,1,Email,15-0708,A55B052C-1514-4D28-9F13-F9789B38C2EA,,MEADOW ST,,0,293,36.58365,-82.23218,-82.23218,100999146,0,100999146,DRIVER,,HIGHWAY 126,,02,N,03,15-0708,00,,05,T,1
01,NASHVILLE,,10/26/2015 12:00:00 AM,1,36.11056,1,1,0,10/26/2015 2:11:00 AM,,02:11,Davidson,,N,10/26/2015 12:00:00 AM,1,Par,15-0919,6EFDBDEC-B988-448D-923B-0D2ED4A664C1,,,,0,298,36.11056,-86.92391,-86.92391,101000298,199.2,101000298,DRIVER,,I 40,,01,Y,01,15-0919,00,,03,T,1
00,NA,,10/30/2015 12:00:00 AM,1,35.46254,1,1,0,10/30/2015 8:05:00 PM,,20:05,Coffee,,N,10/30/2015 12:00:00 AM,1,Par,15-0743,D1251E01-322A-45D4-A350-FDAB9DE333DB,,BARNETT RD,,0,302,35.46254,-86.20594,-86.20594,101000592,0,101000592,DRIVER,,LYNDELL BELL RD,,98,N,04,15-0743,00,,02,T,1
00,NA,,10/31/2015 12:00:00 AM,1,36.17502,1,1,0,10/31/2015 2:55:00 PM,,14:55,Smith,,N,10/31/2015 12:00:00 AM,1,Par,15-0755,531B6973-DB90-432E-8FE4-CDA3435B95C5,,,,0,303,36.17502,-86.02093,-86.02093,101004223,254.8,101004223,DRIVER,,I 40,,01,N,01,15-0755,00,,06,T,1
01,LIVINGSTON,CITY VERIFIED,11/10/2015 12:00:00 AM,1,36.38846,1,1,0,11/10/2015 9:10:00 AM,,09:10,Overton,,N,11/10/2015 12:00:00 AM,1,Par,15-0775,EAD49254-FF66-4630-873B-436D8CEB3301,,TAYLOR ST,,0,313,36.38846,-85.30619,-85.30619,101008737,0,101008737,PED,,E MAIN ST,,01,N,03,15-0775,00,,06,T,1
01,LIVINGSTON,CITY VERIFIED,11/10/2015 12:00:00 AM,1,36.38846,1,1,0,11/10/2015 9:10:00 AM,,09:10,Overton,,N,11/10/2015 12:00:00 AM,1,Par,15-0775,22A024E3-01BE-407D-85F6-DA83FCC170B5,,TAYLOR ST,,0,313,36.38846,-85.30619,-85.30619,101008737,0,101008737,PED,,E MAIN ST,,01,N,03,15-0775,00,,06,T,1
00,NA,,11/21/2015 12:00:00 AM,1,35.30601,1,1,0,11/21/2015 2:55:00 PM,BC4DF954-8C95-11E6-956E-0050568862A8,14:55,Bradley,,N,11/21/2015 12:00:00 AM,1,Email,15-0792,42A4E9E6-0553-4809-8208-5458DA112709,,,,0,324,35.30601,-84.80809,-84.80809,101035172,34.05,101035172,DRIVER,,I 75,,05,N,01,15-0792,00,,02,T,1
02,SCOTTS HILL,,12/2/2015 12:00:00 AM,1,35.52778,1,1,0,12/2/2015 1:10:00 PM,,13:10,Henderson,,N,12/2/2015 12:00:00 AM,1,Par,15-0915,21AE401A-CC2E-48BF-84CB-E69D6B5E863D,,SUNSHINE CV,,0,335,35.52778,-88.26209,-88.26209,101041877,0,101041877,PASS,,SUNSHINE CIR,,01,N,06,15-0915,00,,08,T,1
02,NASHVILLE,,9/29/2015 12:00:00 AM,1,36.37238,1,1,0,9/29/2015 2:36:00 PM,,14:36,Davidson,,N,9/29/2015 12:00:00 AM,1,Email,15-0657,8A5346EE-42CC-4D0E-B817-5BA16C9D792A,,COOPERTOWN RD,,0,271,36.37238,-86.89176,-86.89176,101042892,0,101042892,DRIVER,,WHITES CREEK PKE,,01,N,03,15-0657,00,,03,T,1
01,CROSSVILLE,,12/3/2015 12:00:00 AM,1,35.93236,1,1,0,12/3/2015 3:58:00 PM,72042B1A-85BB-11E6-956E-0050568862A8,15:58,Cumberland,,N,12/3/2015 12:00:00 AM,1,Par,15-0827,A9FF166C-1640-4C99-B955-FDF7A028A854,,COUNTRY OAKS DR,,0,336,35.93236,-85.02212,-85.02212,101043019,0,101043019,DRIVER,,MILLER AVE,,01,N,03,15-0827,00,,06,T,1
00,MONTEAGLE,CITY VERIFIED VIA EMAIL,12/6/2015 12:00:00 AM,1,35.2367,1,1,0,12/6/2015 5:02:00 AM,,05:02,Marion,,N,12/6/2015 12:00:00 AM,1,Email,15-0825,4A2F8172-9F3E-4619-A439-4FFF48C9AAA1,,,,0,339,35.2367,-85.8407,-85.8407,101044637,134.8,101044637,DRIVER,,I 24,,01,N,01,15-0825,00,,02,T,1
01,FAIRVIEW,,12/7/2015 12:00:00 AM,1,35.98837,1,1,0,12/7/2015 4:59:00 PM,5FBB0817-7E8F-11E6-8F52-0050568862A8,16:59,Williamson,,N,12/7/2015 12:00:00 AM,1,Par,15-0833,A4D93171-6FEB-4B61-9D43-4135416EC940,,JONES LN,,0,340,35.98837,-87.10126,-87.10126,101045316,0,101045316,DRIVER,,FAIRVIEW BLVD,,01,N,03,15-0833,00,,03,T,1
00,NA,,12/8/2015 12:00:00 AM,1,35.16182,1,1,0,12/8/2015 10:40:00 AM,C12A1458-8A5B-11E6-956E-0050568862A8,10:40,McNairy,,N,12/8/2015 12:00:00 AM,1,Email,15-0834,1C66E55E-92B7-4058-BA08-3218E72F24D7,,SHILOH ADAMSVILLE RD,,0,341,35.16182,-88.38599,-88.38599,101046863,0,101046863,DRIVER,,DENNIE BARBER RD,,01,N,03,15-0834,00,,08,T,1
00,NA,,12/8/2015 12:00:00 AM,1,35.16182,1,1,0,12/8/2015 10:40:00 AM,C12A1458-8A5B-11E6-956E-0050568862A8,10:40,McNairy,,N,12/8/2015 12:00:00 AM,1,Email,15-0834,5A018826-6294-4E54-B349-659B523A4C63,,SHILOH ADAMSVILLE RD,,0,341,35.16182,-88.38599,-88.38599,101046863,0,101046863,PASS,,DENNIE BARBER RD,,01,N,03,15-0834,00,,08,T,1
00,NA,,12/8/2015 12:00:00 AM,1,35.16182,1,1,0,12/8/2015 10:40:00 AM,C12A1458-8A5B-11E6-956E-0050568862A8,10:40,McNairy,,N,12/8/2015 12:00:00 AM,1,Email,15-0834,962016AF-95C9-44F1-AF00-C6F47FEF42C4,,SHILOH ADAMSVILLE RD,,0,341,35.16182,-88.38599,-88.38599,101046863,0,101046863,PASS,,DENNIE BARBER RD,,01,N,03,15-0834,00,,08,T,1
00,NA,,12/3/2015 12:00:00 AM,1,36.36938,1,1,0,12/3/2015 3:43:00 PM,,15:43,Weakley,,N,12/3/2015 12:00:00 AM,1,Email,15-0814,7FC4AE68-A4D5-4C6E-BF58-8108393E0199,,HOWELL RD,,0,336,36.36938,-88.86632,-88.86632,101047700,0,101047700,PASS,,HWY 43,,01,N,03,15-0814,00,,08,T,1
00,NA,,12/3/2015 12:00:00 AM,1,36.36938,1,1,0,12/3/2015 3:43:00 PM,,15:43,Weakley,,N,12/3/2015 12:00:00 AM,1,Email,15-0814,581FF956-7885-45A1-8AF8-C3AB2E59959A,,HOWELL RD,,0,336,36.36938,-88.86632,-88.86632,101047700,0,101047700,PASS,,HWY 43,,01,N,03,15-0814,00,,08,T,1
00,NA,,12/3/2015 12:00:00 AM,1,36.36938,1,1,0,12/3/2015 3:43:00 PM,,15:43,Weakley,,N,12/3/2015 12:00:00 AM,1,Email,15-0814,3D4B54F7-0D62-4CC9-B48D-E38C135D4895,,HOWELL RD,,0,336,36.36938,-88.86632,-88.86632,101047700,0,101047700,DRIVER,,HWY 43,,01,N,03,15-0814,00,,08,T,1
01,LAVERGNE,CITY VERIFIED,12/7/2015 12:00:00 AM,1,35.99162,1,1,0,12/7/2015 2:00:00 PM,,14:00,Rutherford,,N,12/7/2015 12:00:00 AM,1,Email,15-0831,DA388549-C1A0-49FE-B4E1-1B469A72BCD6,,CHARTER PL,,0,340,35.99162,-86.59719,-86.59719,101047946,0,101047946,PED,,WALDRON RD,,01,N,06,15-0831,00,,03,T,1
02,COLUMBIA,,12/13/2015 12:00:00 AM,1,35.67058,1,1,0,12/13/2015 3:40:00 PM,,15:40,Maury,,N,12/13/2015 12:00:00 AM,1,Par,15-0858,60E722BE-4FDE-4352-AEAA-B3DE5D09558E,,CARTERS CREEK PKE,,0,346,35.67058,-87.00427,-87.00427,101049339,0,101049339,DRIVER,,ACCESS,,01,N,03,15-0858,00,,07,T,1
02,NASHVILLE,,12/3/2015 12:00:00 AM,1,36.28643,1,1,0,12/3/2015 5:12:00 PM,,17:12,Davidson,,N,12/3/2015 12:00:00 AM,1,Email,15-0815,41D1D36B-C977-4842-A3EA-57DDA7E21CC7,,HILLCREST RD,,0,336,36.28643,-86.7451,-86.7451,101049913,0,101049913,PED,,DICKERSON PKES,,01,N,03,15-0815,00,,03,T,1
00,KNOXVILLE,,12/16/2015 12:00:00 AM,1,35.9418,1,1,0,12/16/2015 2:45:00 PM,03CE7D54-B715-11E6-A321-0050568862A8,14:45,Knox,,N,12/16/2015 12:00:00 AM,1,Par,15-0863,5E3961D7-826C-4087-9677-84CE4141373D,,,,0,349,35.9418,-84.002,-84.002,101050844,383.1,101050844,PASS,,I 40,,01,N,01,15-0863,00,,01,T,1
00,NA,,12/16/2015 12:00:00 AM,1,35.09525,1,1,0,12/16/2015 2:50:00 PM,,14:50,Hardin,,N,12/16/2015 12:00:00 AM,1,Email,15-0864,F1922794-7C63-40D1-9D86-0851A6635CD2,,OLD SAND MOUNTAIN RD,,0,349,35.09525,-88.2363,-88.2363,101062197,0,101062197,DRIVER,,PYBURNS DR,,01,N,04,15-0864,00,,08,T,1
00,NA,,12/13/2015 12:00:00 AM,1,36.38102,1,1,0,12/13/2015 5:52:00 PM,,17:52,Hawkins,,N,12/13/2015 12:00:00 AM,1,Email,15-0851,F7453CAC-186B-4BA3-B596-20321D70BDDB,,BROOKS LANDING CIR,,0,346,36.38102,-83.05921,-83.05921,101062562,0,101062562,PED,,HIGHWAY 11 W,,01,N,02,15-0851,00,,05,T,1
00,NA,,12/19/2015 12:00:00 AM,1,36.31781,1,1,0,12/19/2015 1:04:00 PM,,13:04,Henry,,N,12/19/2015 12:00:00 AM,1,Email,15-0874,A9097AF6-2633-44BE-B25B-90E98FF26E0B,,KYLE LANE,,0,352,36.31781,-88.26299,-88.26299,101065487,0,101065487,PASS,,STATE HWY 218 BYP,,01,Y,03,15-0874,00,,08,T,1
00,NA,,12/19/2015 12:00:00 AM,1,36.31781,1,1,0,12/19/2015 1:04:00 PM,,13:04,Henry,,N,12/19/2015 12:00:00 AM,1,Email,15-0874,A9AC4361-9C24-42F5-8B63-CE7D5AB8DAEF,,KYLE LANE,,0,352,36.31781,-88.26299,-88.26299,101065487,0,101065487,DRIVER,,STATE HWY 218 BYP,,01,Y,03,15-0874,00,,08,T,1
00,NA,,12/15/2015 12:00:00 AM,1,35.88345,1,1,0,12/15/2015 9:10:00 PM,,21:10,Cumberland,,N,12/15/2015 12:00:00 AM,1,Par,15-0887,71D54394-A64C-4F03-8BA7-E06A3C6313B9,,,,0,348,35.88345,-84.81414,-84.81414,101065668,333.3,101065668,DRIVER,,I 40,,04,N,01,15-0887,00,,06,T,1
01,NASHVILLE,,12/20/2015 12:00:00 AM,1,36.10562,1,1,0,12/20/2015 3:57:00 AM,,03:57,Davidson,,N,12/20/2015 12:00:00 AM,1,Email,15-0875,89298832-E1BC-4795-8A80-66EEFCBD0009,,EZELL PKE,,0,353,36.10562,-86.6718,-86.6718,101067921,0,101067921,DRIVER,,MURFREESBORO PKE,,01,N,06,15-0875,00,,03,T,1
00,NA,,12/24/2015 12:00:00 AM,1,35.68655,1,1,0,12/24/2015 12:16:00 PM,63EC5A86-84BB-11E6-956E-0050568862A8,12:16,Loudon,,N,12/24/2015 12:00:00 AM,1,Email,15-0889,550E2F56-DEF2-482F-BDA0-B88BF2BAD861,,,,0,357,35.68655,-84.43577,-84.43577,101067932,68.2,101067932,DRIVER,,I 75,,01,N,01,15-0889,00,,01,T,1
02,LAWRENCEBURG,,12/28/2015 12:00:00 AM,1,35.29558,1,1,0,12/28/2015 12:04:00 PM,1C7EF2DB-856E-11E6-956E-0050568862A8,12:04,Lawrence,,N,12/28/2015 12:00:00 AM,1,Par,15-0922,5DE45031-0974-4B89-9A4B-0532EF771906,,FLATWOODS RD,,0,361,35.29558,-87.30831,-87.30831,101068163,0,101068163,DRIVER,,HWY 43N,,01,N,02,15-0922,00,,07,T,1
01,NA,,12/29/2015 12:00:00 AM,1,35.6305,1,1,0,12/29/2015 10:56:00 AM,,10:56,Bedford,,N,12/29/2015 12:00:00 AM,1,Email,15-0901,DEFEE1D9-D2AA-4AF1-8E09-0A5968CBE8C5,,,,0,362,35.6305,-86.24549,-86.24549,101070633,96.5,101070633,DRIVER,,I 24,,01,N,01,15-0901,00,,07,T,1
01,NA,,1/5/2016 12:00:00 AM,1,35.0075,1,1,0,1/5/2016 12:37:00 PM,E5132093-E00C-11E6-8358-0050568862A8,12:37,Lincoln,,N,1/5/2016 12:00:00 AM,1,Email,16-0010,7C68157D-60F4-4078-B4D2-E407EF6C4AD1,,OLD HUNTSVILLE RD,,0,369,35.0075,-86.57718,-86.57718,101072580,0,101072580,DRIVER,,US HWY 231,,01,N,02,16-0010,00,,07,T,1
02,NA,,1/7/2016 12:00:00 AM,1,36.53049,1,1,0,1/7/2016 8:17:00 AM,,08:17,Macon,,N,1/7/2016 12:00:00 AM,1,Par,16-0015,F97BA613-CE71-4F2B-8D0A-203AE2B3B963,,FOX RUN LN,,0,371,36.53049,-86.10152,-86.10152,101074024,0,101074024,DRIVER,,HWY 52W,,01,N,03,16-0015,00,,06,T,1
00,NA,,1/2/2016 12:00:00 AM,1,35.18453,1,1,0,1/2/2016 6:29:00 PM,1BB400EA-F57A-11E6-8358-0050568862A8,18:29,Bradley,,N,1/2/2016 12:00:00 AM,1,Email,16-0003,4AF9272C-E4E9-49D2-A1E2-C542FC76F228,,,,0,366,35.18453,-84.90714,-84.90714,101075475,23.7,101075475,DRIVER,,I 75,,01,N,01,16-0003,00,,02,T,1
01,NASHVILLE,,8/12/2015 12:00:00 AM,1,36.08558,1,1,0,8/12/2015 3:04:00 PM,,15:04,Davidson,,N,8/12/2015 12:00:00 AM,1,Email,15-0510,D08053DB-8119-4D85-AD8D-033BF8A8C859,,I 24,,0,223,36.08558,-86.70135,-86.70135,101076765,0,101076765,DRIVER,,-- UNKNOWN RAMP/ROAD --,,01,Y,03,15-0510,00,,03,T,1
01,NA,,12/28/2015 12:00:00 AM,1,35.27275,1,1,0,12/28/2015 1:25:00 PM,49266B36-7EA8-11E6-8F52-0050568862A8,13:25,Shelby,,N,12/28/2015 12:00:00 AM,1,Email,15-0900,40420EDD-7464-471A-8FBA-9328E2B6AA9F,,FITE RD,,0,361,35.27275,-89.98258,-89.98258,101076789,0,101076789,DRIVER,,N US HIGHWAY 51,,01,N,02,15-0900,00,,04,T,1
00,NA,,1/14/2016 12:00:00 AM,1,36.01014,1,1,0,1/14/2016 7:05:00 AM,,07:05,Dickson,,N,1/14/2016 12:00:00 AM,1,Email,16-0019,4FCF26FC-201F-437B-8BEB-CBCB5C29E82B,,,,0,378,36.01014,-87.38323,-87.38323,101078559,169.75,101078559,DRIVER,,I 40,,01,N,01,16-0019,00,,03,T,1
00,NA,,1/18/2016 12:00:00 AM,1,35.56681,1,1,0,1/18/2016 6:45:00 AM,,06:45,Bedford,,N,1/18/2016 12:00:00 AM,1,Email,16-0024,2A6D7F61-7072-4F4D-A753-3BB28F13FF98,,FRANK MARTIN RD,,0,382,35.56681,-86.44554,-86.44554,101079942,0,101079942,DRIVER,,HIGHWAY 231N,,01,N,02,16-0024,00,,07,T,1
00,NA,,1/20/2016 12:00:00 AM,1,36.02385,1,1,0,1/20/2016 8:52:00 PM,,20:52,Dickson,,N,1/20/2016 12:00:00 AM,1,Par,16-0048,7B99D35C-3C56-4BD7-BDD4-CE67A937A8BC,,,,0,384,36.02385,-87.19012,-87.19012,101091663,181.05,101091663,DRIVER,,I 40,,01,N,01,16-0048,00,,03,T,1
00,CHATTANOOGA,,1/22/2016 12:00:00 AM,1,35.11085,1,1,0,1/22/2016 10:28:00 PM,,22:28,Hamilton,,N,1/22/2016 12:00:00 AM,1,Par,16-0068,2DAB6054-F07C-452C-9405-FFB5F8A8E844,,DUPONT PKWY SB @ N ACCESS RD E,,0,386,35.11085,-85.25174,-85.25174,101092464,0,101092464,DRIVER,,DUPONT PKWYNB,,01,N,03,16-0068,00,,02,T,1
00,SWEETWATER,,1/21/2016 12:00:00 AM,1,35.61775,1,1,0,1/21/2016 11:53:00 AM,49F694A0-DE83-11E6-8358-0050568862A8,11:53,Monroe,,N,1/21/2016 12:00:00 AM,1,Par,16-0029,59914E9A-701C-4B3D-AA4F-1F1D12067CA8,,BELCHER RD,,0,385,35.61775,-84.48795,-84.48795,101094103,0,101094103,DRIVER,,OAKLAND RD,,01,N,03,16-0029,00,,01,T,1
00,NA,,1/29/2016 12:00:00 AM,1,35.70213,1,1,0,1/29/2016 2:10:00 PM,,14:10,Madison,,N,1/29/2016 12:00:00 AM,1,Email,16-0038,69EF9027-85F9-450E-BAF4-95B4FB2C436F,,,,0,393,35.70213,-88.68147,-88.68147,101097588,90.55,101097588,DRIVER,,I 40,,01,N,01,16-0038,00,,08,T,1
02,NA,,2/1/2016 12:00:00 AM,1,35.92012,1,1,0,2/1/2016 3:00:00 PM,,15:00,Cocke,,N,2/1/2016 12:00:00 AM,1,Email,16-0044,3DB44A68-873C-4EAD-AF7F-66DDF931448B,,ONEIL RD,,0,396,35.92012,-83.17379,-83.17379,101098258,0,101098258,DRIVER,,HIGHWAY 73,,05,Y,03,16-0044,00,,05,T,1
02,NA,,2/5/2016 12:00:00 AM,1,35.74183,1,1,0,2/5/2016 2:15:00 PM,,14:15,Blount,,N,2/5/2016 12:00:00 AM,1,Par,16-0065,F7E3DC14-F427-461D-8513-FF7C7AACBC9A,,CORNELL RD,,0,400,35.74183,-84.01133,-84.01133,101100804,0,101100804,DRIVER,,MORGANTON RD,,04,N,04,16-0065,00,,01,T,1
01,CHATTANOOGA,,2/4/2016 12:00:00 AM,1,35.191,1,1,0,2/4/2016 1:50:00 PM,,13:50,Hamilton,,N,2/4/2016 12:00:00 AM,1,Par,16-0069,E1E9DDEF-19FC-46A3-8454-2C3174E0EDEF,,HIGHWAY 27SB,,0,399,35.191,-85.24221,-85.24221,101101869,0,101101869,DRIVER,,HWY 27 SB @ DAYTON PIKE NB - O,,01,N,02,16-0069,00,,02,T,1
00,PORTLAND,CITY VERIFIED VIA EMAIL,2/8/2016 12:00:00 AM,1,36.58341,1,1,0,2/8/2016 8:21:00 AM,,08:21,Sumner,,N,2/8/2016 12:00:00 AM,1,Email,16-0063,FA842160-E86D-4EA5-AE00-CC691C6F0726,,UNNAMED STREET,,0,403,36.58341,-86.5714,-86.5714,101102409,0,101102409,DRIVER,,STATE HWY 52,,01,N,03,16-0063,00,,03,T,1
00,ALGOOD,CITY VERIFIED VIA TDOT REPORT,2/9/2016 12:00:00 AM,1,36.20729,1,1,0,2/9/2016 5:03:00 PM,2754CF82-E963-11E6-8358-0050568862A8,17:03,Putnam,,N,2/9/2016 12:00:00 AM,1,Email,16-0067,CACEFEAB-2E6D-4E6C-9CFE-6E3D9E7B1B31,,MIRANDY RD,,0,404,36.20729,-85.4437,-85.4437,101106811,0,101106811,PASS,,HWY 111N,,01,Y,03,16-0067,00,,06,T,1
00,ALGOOD,CITY VERIFIED VIA TDOT REPORT,2/9/2016 12:00:00 AM,1,36.20729,1,1,0,2/9/2016 5:03:00 PM,2754CF82-E963-11E6-8358-0050568862A8,17:03,Putnam,,N,2/9/2016 12:00:00 AM,1,Email,16-0067,6E2CF6CC-6689-413E-9B9E-720FC9F873EF,,MIRANDY RD,,0,404,36.20729,-85.4437,-85.4437,101106811,0,101106811,DRIVER,,HWY 111N,,01,Y,03,16-0067,00,,06,T,1
00,NA,,2/14/2016 12:00:00 AM,1,36.13638,1,1,0,2/14/2016 2:45:00 AM,60B740C8-E41D-11E6-8358-0050568862A8,02:45,Putnam,,N,2/14/2016 12:00:00 AM,1,Par,16-0092,A54ACE57-A79A-487B-B5A8-1F8887F01019,,,,0,409,36.13638,-85.4582,-85.4582,101117980,289.65,101117980,DRIVER,,I 40,,01,N,01,16-0092,00,,06,T,1
00,NA,,2/14/2016 12:00:00 AM,1,36.13638,1,1,0,2/14/2016 2:45:00 AM,60B740C8-E41D-11E6-8358-0050568862A8,02:45,Putnam,,N,2/14/2016 12:00:00 AM,1,Par,16-0092,60714BD1-81D3-4105-9A66-68C3C0AE5518,,,,0,409,36.13638,-85.4582,-85.4582,101117980,289.65,101117980,PASS,,I 40,,01,N,01,16-0092,00,,06,T,1
00,NA,,3/10/2016 12:00:00 AM,1,35.30317,1,1,0,3/10/2016 3:10:00 PM,43D65816-DDB0-11E6-A321-0050568862A8,15:10,Fayette,,N,3/10/2016 12:00:00 AM,1,Email,16-0147,EBCD8616-E975-4EBA-9930-1386D6922F96,,,,0,434,35.30317,-89.59438,-89.59438,101133299,30.1,101133299,PASS,,I 40,,02,Y,01,16-0147,00,,04,T,1
00,NA,,3/10/2016 12:00:00 AM,1,35.30317,1,1,0,3/10/2016 3:10:00 PM,43D65816-DDB0-11E6-A321-0050568862A8,15:10,Fayette,,N,3/10/2016 12:00:00 AM,1,Email,16-0147,4260DB0A-6235-46C5-85C0-18DE2FDE8F32,,,,0,434,35.30317,-89.59438,-89.59438,101133299,30.1,101133299,DRIVER,,I 40,,02,Y,01,16-0147,00,,04,T,1
00,NA,,3/25/2016 12:00:00 AM,1,36.09669,1,1,0,3/25/2016 3:22:00 PM,B3EC6147-FA1E-11E6-8358-0050568862A8,15:22,Humphreys,,N,3/25/2016 12:00:00 AM,1,Email,16-0178,69DC8E9B-CCF8-4B88-8E76-0722C9AD73D0,,N HURRICANE CREEK RD,,0,449,36.09669,-87.5823,-87.5823,101155189,0,101155189,DRIVER,,HWY 70E,,01,N,02,16-0178,00,,03,T,1
01,NA,,4/16/2016 12:00:00 AM,1,35.88841,1,1,0,4/16/2016 7:55:00 AM,DCFDDB49-90D4-11E6-956E-0050568862A8,07:55,Knox,,N,4/16/2016 12:00:00 AM,1,Email,16-0233,B58B2989-DDC1-4481-B346-487CB4AE619D,,CIRCLE OAK DR,,0,471,35.88841,-83.93686,-83.93686,101166020,0,101166020,DRIVER,,W GOVERNOR JOHN SEVIER HWY,,01,N,03,16-0233,00,,01,T,1
00,NA,,4/19/2016 12:00:00 AM,1,35.95368,1,1,0,4/19/2016 5:26:00 AM,,05:26,White,,N,4/19/2016 12:00:00 AM,1,Email,16-0246,E82E8947-6210-4C16-9A61-E3931BA0FC8A,,CACTUS LN,,0,474,35.95368,-85.29483,-85.29483,101179120,0,101179120,DRIVER,,CROSSVILLE HWY,,01,N,02,16-0246,00,,06,T,1
